Trying to pull quay.io/konveyor/generic-external-provider:v0.9.0-rc.1...
Getting image source signatures
Copying blob sha256:91c155f5683e47b3336b75924715d56597a9bb8276fdcdaa1510c0c07a575a0e
Copying blob sha256:063fbd5fac6af91f4042bbe66bae69795aa46675d5b0c800ed195ad79ed8fb02
Copying config sha256:27d18a6ef30d29bab1379522ebd65ceac47464ca4c04283164d7424c75924c18
Writing manifest to image destination
6b6087b250fb51cb67bd3bca72b2123946b434727d3fad0412b85270470b8505
time="2026-02-24T09:32:03-05:00" level=info msg="provider configuration" config="{\"location\":\"/opt/input/source\",\"analysisMode\":\"full\",\"providerSpecificConfig\":{\"lspServerArgs\":[\"--stdio\"],\"lspServerName\":\"nodejs\",\"lspServerPath\":\"/usr/local/bin/typescript-language-server\",\"workspaceFolders\":[\"file:///opt/input/source\"]},\"proxyConfig\":{\"HTTPProxy\":\"\",\"HTTPSProxy\":\"\",\"NoProxy\":\"\",\"CGI\":false},\"pipeName\":\"\",\"initialized\":false}" logger=nodejs provider=grpc
time="2026-02-24T09:32:08-05:00" level=debug msg="starting provider" locations="[\"/Users/jmatthews/VM-Shared/patternfly_experiments/pranavs_skill/playpen-pf-mig-skills/experiments/migration-skill-quipuchords-jwm/quipucords-ui\"]" provider=builtin
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=1
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=2
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=13
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=14
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=15
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=3
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=4
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=5
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=6
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=7
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=13
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=8
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=13
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=14
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=9
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=15
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=14
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=16
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=10
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=13
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=17
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=11
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=14
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=18
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=15
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=12
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=19
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=16
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=13
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=17
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=14
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=15
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=16
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=17
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=18
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=19
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=20
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=21
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=22
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=23
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=24
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=25
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=26
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=27
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=28
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=29
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=30
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=31
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=32
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=33
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=34
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=35
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=36
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=37
time="2026-02-24T09:32:08-05:00" level=unknown msg="rules parsed" logger=parser parsed=38
time="2026-02-24T09:32:25-05:00" level=info msg="inject span info" carrier="{}"
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-chip-00010 ruleset=patternfly-v5/patternfly-v6 worker=4
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=4
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-chip-00010 worker=4
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-dual-list-selector-00010 ruleset=patternfly-v5/patternfly-v6 worker=1
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=1
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-dual-list-selector-00010 worker=1
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-css-classes-00000 ruleset=patternfly-v5/patternfly-v6 worker=8
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=8
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-css-classes-00000 worker=8
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-css-tokens-00000 ruleset=patternfly-v5/patternfly-v6 worker=0
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=0
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-charts-00000 ruleset=patternfly-v5/patternfly-v6 worker=9
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=9
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-charts-00000 worker=9
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-css-tokens-00000 worker=0
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-css-classes-00020 ruleset=patternfly-v5/patternfly-v6 worker=3
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=3
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-css-classes-00020 worker=3
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-css-classes-00010 ruleset=patternfly-v5/patternfly-v6 worker=6
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=6
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-css-classes-00010 worker=6
time="2026-02-24T09:32:25-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-chip-00000 ruleset=patternfly-v5/patternfly-v6 worker=2
time="2026-02-24T09:32:25-05:00" level=info msg="Adding Carrier span info to context" worker=2
time="2026-02-24T09:32:25-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-chip-00000 worker=2
time="2026-02-24T09:32:25-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"import[\\\\s\\\\S]*from[\\\\s\\\\S]*['\\\"]@patternfly/react-charts['\\\"]\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-charts-00000\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-charts-00000\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-charts-00000
